                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.52414,                0.28463,                0.85884,                0.87952,                0.67513,                0.76653,                0.52039,                0.70508,                0.36008,                0.77737,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.53008,                0.29685,                0.86479,                0.88307,                 0.6745,                0.76594,                0.52076,                0.69926,                0.35528,                0.77256,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                 0.6009,                0.30219,                0.84637,                0.88432,                0.67176,                 0.7614,                0.51639,                0.70794,                0.36006,                0.78463,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.59798,                0.30103,                0.84523,                0.89547,                0.66764,                0.76386,                0.52037,                0.70944,                0.35944,                0.79176,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.58993,                0.29856,                0.84167,                0.88288,                0.67572,                0.76587,                0.51997,                0.70322,                0.36432,                0.77658,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.60018,                0.30384,                0.84345,                0.88573,                0.67872,                0.76348,                0.52065,                0.69921,                0.35864,                 0.7755,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.59975,                0.29938,                0.84092,                0.89621,                0.67327,                0.76653,                0.52034,                0.69627,                0.35481,                0.77283,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.58667,                 0.3024,                0.84313,                0.88666,                0.67393,                0.77184,                0.52446,                 0.6956,                0.35709,                0.77229,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.58892,                 0.2956,                0.84126,                0.90037,                0.66937,                0.77176,                0.52483,                0.69284,                0.35495,                 0.7709,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                 0.5898,                0.29428,                0.83219,                0.89608,                0.67148,                0.77351,                 0.5248,                 0.6952,                 0.3572,                0.77043,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.57985,                0.28815,                0.83638,                0.88496,                0.67403,                0.77219,                0.52468,                0.69689,                0.35734,                0.77139,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.57888,                0.28514,                0.84013,                0.89172,                0.67232,                0.77134,                0.52571,                0.69428,                0.35517,                 0.7707,             1.4209e-05,             1.4209e-05,             1.4209e-05
