                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                 1.6331,                0.81284,                 1.7161,                0.86292,                0.64421,                0.73159,                0.48921,                 1.8155,                0.88641,                 1.6006,              0.0002404,              0.0002404,              0.0002404
                     69,                  1.637,                0.81788,                  1.736,                0.86058,                0.64614,                0.73677,                0.49585,                 1.8127,                0.88258,                 1.5935,             0.00023334,             0.00023334,             0.00023334
                     70,                 1.6332,                0.80813,                 1.7371,                0.86301,                0.64553,                0.73066,                0.49361,                 1.7989,                0.88337,                 1.5886,             0.00022627,             0.00022627,             0.00022627
                     71,                 1.6044,                0.78359,                 1.7351,                0.85678,                0.64371,                0.73162,                0.49128,                 1.8066,                0.86671,                 1.5904,              0.0002192,              0.0002192,              0.0002192
                     72,                 1.6102,                0.79374,                 1.7321,                0.85505,                0.65117,                0.73888,                 0.4994,                  1.811,                0.86859,                 1.5975,             0.00021213,             0.00021213,             0.00021213
                     73,                 1.6272,                0.81327,                 1.7428,                0.87436,                0.64486,                 0.7334,                 0.4926,                 1.8122,                0.87562,                 1.5883,             0.00020506,             0.00020506,             0.00020506
                     74,                 1.5735,                0.78415,                 1.7463,                0.86495,                0.64753,                0.74152,                 0.4999,                  1.795,                0.86355,                 1.5819,             0.00019799,             0.00019799,             0.00019799
                     75,                 1.5986,                 0.7872,                 1.7308,                0.86069,                0.65113,                0.74065,                0.50249,                 1.7905,                0.86447,                 1.5839,             0.00019092,             0.00019092,             0.00019092
                     76,                 1.6074,                0.78448,                  1.722,                0.86955,                0.65193,                 0.7393,                 0.4988,                 1.7852,                0.86314,                  1.583,             0.00018385,             0.00018385,             0.00018385
                     77,                 1.6148,                0.79717,                 1.7255,                0.87259,                0.64928,                0.74362,                0.50164,                 1.7994,                0.87232,                 1.5877,             0.00017679,             0.00017679,             0.00017679
                     78,                 1.5675,                0.75082,                 1.7334,                0.88616,                0.64259,                 0.7438,                0.50587,                 1.7891,                0.86289,                 1.5885,             0.00016972,             0.00016972,             0.00016972
                     79,                 1.5658,                0.76416,                 1.7279,                0.85907,                0.65367,                0.74568,                0.50418,                 1.7836,                0.86543,                  1.584,             0.00016265,             0.00016265,             0.00016265
                     80,                 1.5492,                0.77103,                 1.7176,                   0.88,                 0.6484,                0.74559,                0.50299,                 1.7846,                0.84938,                  1.576,             0.00015558,             0.00015558,             0.00015558
                     81,                 1.5484,                0.78436,                 1.7288,                0.85219,                0.66271,                0.74514,                0.50261,                 1.7771,                0.85343,                 1.5802,             0.00014851,             0.00014851,             0.00014851
                     82,                 1.5504,                0.76477,                 1.7237,                0.86684,                  0.659,                0.74442,                0.50423,                 1.7796,                0.85672,                 1.5865,             0.00014144,             0.00014144,             0.00014144
                     83,                 1.5497,                0.75773,                 1.7254,                0.85351,                0.65985,                0.74811,                0.50766,                 1.7855,                0.85797,                 1.5901,             0.00013437,             0.00013437,             0.00013437
