                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.73195,                0.44174,                0.93161,                0.84056,                0.58174,                0.65077,                0.42106,                0.78167,                0.43183,                0.79243,             0.00048074,             0.00048074,             0.00048074
                     35,                0.73406,                0.43811,                0.92626,                0.85668,                 0.5867,                0.65959,                0.42604,                0.77624,                0.42502,                0.78208,             0.00047367,             0.00047367,             0.00047367
                     36,                0.72192,                0.43677,                0.91763,                0.83892,                0.59208,                0.66388,                0.42039,                0.79418,                0.43538,                0.79014,              0.0004666,              0.0004666,              0.0004666
                     37,                  0.725,                0.43064,                0.92197,                0.83736,                0.59101,                0.66409,                0.42146,                0.78282,                0.41617,                0.78396,             0.00045953,             0.00045953,             0.00045953
                     38,                0.68935,                0.42686,                0.89537,                0.87361,                0.60122,                 0.6746,                0.43489,                 0.7661,                0.41226,                0.78136,             0.00045246,             0.00045246,             0.00045246
                     39,                0.70759,                 0.4211,                0.91769,                0.86553,                 0.5851,                0.66633,                0.42784,                0.77067,                0.41442,                0.78586,             0.00044539,             0.00044539,             0.00044539
                     40,                0.71009,                0.41441,                0.91342,                0.85126,                0.59141,                0.67052,                0.42904,                0.76823,                0.42536,                0.77611,             0.00043832,             0.00043832,             0.00043832
                     41,                0.68998,                0.41959,                  0.924,                 0.8469,                0.59972,                0.66607,                0.43172,                0.76764,                0.42023,                0.78781,             0.00043126,             0.00043126,             0.00043126
                     42,                0.70238,                0.42159,                0.91267,                0.85859,                0.59421,                0.66612,                0.42758,                0.78211,                0.43167,                0.78529,             0.00042419,             0.00042419,             0.00042419
                     43,                0.68599,                  0.409,                0.91404,                0.86085,                0.59945,                0.67857,                0.44432,                0.76524,                0.41171,                0.78181,             0.00041712,             0.00041712,             0.00041712
                     44,                0.71293,                0.41032,                0.90574,                0.84269,                 0.6047,                0.67412,                0.43854,                  0.758,                0.40784,                0.78559,             0.00041005,             0.00041005,             0.00041005
                     45,                 0.6823,                0.39567,                0.91476,                0.85253,                 0.6124,                 0.6786,                 0.4372,                0.75859,                0.40589,                0.78983,             0.00040298,             0.00040298,             0.00040298
                     46,                0.67724,                0.39331,                0.91639,                0.85884,                0.61207,                0.68298,                0.43946,                0.75831,                0.40191,                 0.7884,             0.00039591,             0.00039591,             0.00039591
                     47,                0.67785,                0.39475,                 0.9135,                0.86452,                0.59836,                 0.6805,                0.44261,                0.75312,                0.40425,                0.78981,             0.00038884,             0.00038884,             0.00038884
                     48,                0.68771,                0.39537,                0.90523,                0.84588,                0.61093,                0.68004,                 0.4379,                0.78015,                 0.4287,                0.80527,             0.00038178,             0.00038178,             0.00038178
                     49,                0.71479,                0.44299,                0.89701,                0.83647,                0.61212,                0.67793,                0.43977,                 0.7536,                0.39896,                0.78827,             0.00037471,             0.00037471,             0.00037471
                     50,                0.69407,                0.40462,                 0.9095,                0.84399,                0.61223,                0.68967,                0.44835,                0.75188,                0.40231,                0.78521,             0.00036764,             0.00036764,             0.00036764
                     51,                0.68223,                0.39205,                0.92086,                0.86033,                0.60976,                 0.6863,                0.44505,                0.75016,                0.39871,                0.78171,             0.00036057,             0.00036057,             0.00036057
                     52,                0.66562,                0.37762,                0.90299,                0.84967,                0.61608,                 0.6962,                0.45055,                0.75525,                0.40028,                0.78061,              0.0003535,              0.0003535,              0.0003535
                     53,                0.66125,                0.37828,                0.90872,                0.86959,                0.59861,                0.68215,                0.44718,                0.74575,                0.39252,                0.77964,             0.00034643,             0.00034643,             0.00034643
                     54,                0.64347,                0.37469,                0.89793,                0.84241,                0.60356,                0.68019,                0.44105,                0.75849,                0.40286,                0.78527,             0.00033936,             0.00033936,             0.00033936
                     55,                0.66699,                0.38475,                0.90341,                0.86632,                0.61813,                0.69493,                0.45203,                0.74253,                0.38793,                0.77984,              0.0003323,              0.0003323,              0.0003323
                     56,                0.63963,                0.37448,                0.90436,                0.85652,                0.61055,                0.69095,                0.45219,                0.74196,                 0.3899,                0.77649,             0.00032523,             0.00032523,             0.00032523
                     57,                0.66154,                0.37708,                0.89693,                0.87839,                0.59394,                0.68601,                0.44939,                0.74818,                0.40225,                0.78331,             0.00031816,             0.00031816,             0.00031816
                     58,                0.65124,                0.37571,                0.91069,                0.86678,                0.61969,                0.69338,                0.45406,                0.74853,                0.41116,                0.78544,             0.00031109,             0.00031109,             0.00031109
                     59,                0.65826,                0.37014,                0.89841,                0.87405,                 0.6054,                 0.6902,                0.45305,                  0.752,                0.38743,                0.78274,             0.00030402,             0.00030402,             0.00030402
                     60,                0.64659,                0.37293,                0.90141,                0.86745,                0.61876,                0.69636,                0.45744,                0.72635,                0.38356,                0.77679,             0.00029695,             0.00029695,             0.00029695
                     61,                 0.6498,                0.36978,                0.89519,                0.87667,                0.60868,                0.69493,                0.45811,                0.73163,                0.37884,                 0.7763,             0.00028988,             0.00028988,             0.00028988
                     62,                0.63562,                0.35859,                 0.8981,                0.86745,                0.61214,                0.69392,                0.45867,                0.73489,                0.38467,                0.78444,             0.00028282,             0.00028282,             0.00028282
                     63,                0.65837,                0.37319,                0.89978,                0.85186,                0.61469,                0.69293,                0.45555,                0.73203,                 0.3898,                0.78162,             0.00027575,             0.00027575,             0.00027575
                     64,                0.64934,                0.36364,                0.88995,                 0.8568,                0.61881,                 0.7004,                 0.4607,                0.72463,                0.38061,                0.78354,             0.00026868,             0.00026868,             0.00026868
                     65,                0.67048,                0.38283,                0.90257,                0.85564,                0.61987,                0.70227,                0.46399,                0.72948,                0.38247,                0.78497,             0.00026161,             0.00026161,             0.00026161
                     66,                0.64943,                0.35918,                0.90706,                0.89246,                0.62021,                0.70394,                0.46185,                0.72881,                0.37101,                0.78454,             0.00025454,             0.00025454,             0.00025454
                     67,                0.65349,                0.36636,                0.90017,                0.85586,                0.62968,                0.70254,                0.46189,                0.72373,                0.36867,                0.77416,             0.00024747,             0.00024747,             0.00024747
                     68,                0.62747,                0.35161,                0.88779,                0.87422,                0.61726,                0.70104,                0.46246,                0.72808,                0.37131,                0.77994,              0.0002404,              0.0002404,              0.0002404
                     69,                0.65185,                0.35971,                0.89315,                0.85956,                 0.6227,                0.69605,                0.46192,                0.72083,                0.36994,                0.77845,             0.00023334,             0.00023334,             0.00023334
                     70,                0.63514,                0.35223,                 0.8923,                0.85974,                0.62558,                0.71008,                0.47063,                0.72087,                0.36515,                0.77791,             0.00022627,             0.00022627,             0.00022627
                     71,                  0.627,                 0.3454,                0.89271,                0.85328,                 0.6303,                 0.7095,                0.46968,                0.73951,                0.39865,                0.78814,              0.0002192,              0.0002192,              0.0002192
                     72,                0.63253,                0.34558,                0.89018,                0.86564,                0.63182,                0.70873,                0.46957,                 0.7292,                0.37737,                0.78198,             0.00021213,             0.00021213,             0.00021213
                     73,                0.63215,                0.35334,                0.90839,                0.85719,                0.62918,                0.70914,                0.46843,                0.73198,                0.38666,                  0.781,             0.00020506,             0.00020506,             0.00020506
                     74,                0.61679,                0.34231,                0.89567,                0.86111,                0.62604,                0.70835,                0.46669,                0.73871,                0.38891,                0.78338,             0.00019799,             0.00019799,             0.00019799
                     75,                 0.6264,                0.34058,                0.88542,                0.86297,                0.62893,                0.71327,                0.47303,                0.73224,                0.38079,                0.78235,             0.00019092,             0.00019092,             0.00019092
                     76,                 0.6272,                0.34021,                  0.882,                0.88323,                0.62062,                0.70856,                0.46881,                0.73591,                0.38178,                0.78215,             0.00018385,             0.00018385,             0.00018385
                     77,                0.62318,                0.34153,                0.88642,                0.86712,                0.63247,                0.71112,                0.47072,                0.72257,                0.36871,                0.77708,             0.00017679,             0.00017679,             0.00017679
                     78,                0.62014,                0.32971,                0.90785,                0.87171,                0.63073,                0.71293,                0.47493,                0.70876,                0.35744,                0.76855,             0.00016972,             0.00016972,             0.00016972
                     79,                0.61671,                0.33371,                0.88799,                0.85425,                0.63467,                0.71259,                0.47343,                0.71244,                0.35645,                0.77327,             0.00016265,             0.00016265,             0.00016265
                     80,                0.60708,                0.33669,                0.88472,                0.86815,                0.62825,                0.71683,                0.47538,                0.71604,                0.35937,                 0.7741,             0.00015558,             0.00015558,             0.00015558
                     81,                0.60622,                0.33933,                0.88871,                0.89367,                0.61983,                0.71149,                0.47505,                0.71037,                0.35481,                0.77192,             0.00014851,             0.00014851,             0.00014851
                     82,                0.60939,                0.34789,                0.88707,                0.86783,                0.63251,                0.71112,                0.47336,                0.70837,                0.36019,                0.77174,             0.00014144,             0.00014144,             0.00014144
                     83,                0.60736,                 0.3298,                0.88334,                0.86412,                0.63149,                0.71199,                0.47439,                0.71459,                0.36292,                0.77506,             0.00013437,             0.00013437,             0.00013437
                     84,                0.61624,                0.33746,                0.88888,                0.89472,                0.61454,                0.71526,                0.47776,                0.71479,                 0.3614,                0.78058,             0.00012731,             0.00012731,             0.00012731
                     85,                 0.6087,                0.32837,                 0.8935,                0.88186,                0.62658,                0.71809,                0.47721,                0.71264,                0.35506,                0.77667,             0.00012024,             0.00012024,             0.00012024
                     86,                0.68636,                0.47872,                0.99911,                0.85424,                0.63995,                0.72044,                0.47853,                0.70985,                0.35358,                0.77221,             0.00011317,             0.00011317,             0.00011317
                     87,                0.61092,                0.32189,                 0.8874,                0.89707,                0.61768,                0.72096,                0.47749,                0.71576,                 0.3627,                0.77722,              0.0001061,              0.0001061,              0.0001061
                     88,                0.60314,                0.32173,                0.88404,                 0.8742,                0.63645,                 0.7207,                0.47923,                0.71386,                0.36181,                0.78125,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.56919,                0.30643,                0.89129,                0.88085,                0.62528,                0.72047,                0.48098,                0.70214,                 0.3528,                0.77568,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.58361,                0.31983,                 0.8969,                0.84827,                0.64579,                0.72189,                0.48148,                0.69927,                 0.3447,                0.77345,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                0.64936,                0.32293,                0.86862,                0.84673,                  0.648,                0.71957,                0.47849,                0.70459,                0.34842,                0.77806,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.65229,                0.32238,                0.86913,                0.87193,                0.62852,                0.72123,                0.48101,                0.70362,                0.34722,                0.77779,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.65047,                0.32145,                0.86754,                0.87985,                0.63942,                0.72275,                0.48104,                0.70042,                0.34419,                0.77563,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.64978,                0.32434,                0.86849,                0.87159,                0.63728,                0.72125,                0.48132,                0.69704,                0.34292,                 0.7761,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.65003,                0.32217,                 0.8611,                0.87215,                0.63823,                0.72192,                0.48303,                0.71255,                0.36818,                0.78251,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.64495,                0.32202,                0.86333,                0.85458,                0.64504,                0.72472,                0.48381,                0.71294,                0.36959,                0.78182,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.65334,                0.31839,                0.86638,                0.85133,                0.65012,                0.72508,                0.48455,                0.70964,                0.36748,                0.78139,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.65194,                0.31845,                0.85551,                0.86108,                0.64362,                 0.7246,                0.48327,                0.70867,                0.36081,                0.78075,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.63546,                 0.3082,                0.86028,                0.87126,                0.64024,                0.72637,                0.48456,                0.70947,                0.36455,                0.78277,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.62384,                0.30695,                0.86465,                0.87516,                0.64191,                0.72649,                0.48589,                 0.7097,                 0.3656,                0.78194,             1.4209e-05,             1.4209e-05,             1.4209e-05
